frase;localizzazione_benchmark;localizzazione_risultato;tempo_benchmark;tempo_risultato;grave_benchmark;grave_risultato;moto_benchmark;moto_risultato;utenti_deboli_benchmark;utenti_deboli_risultato
La polizia di stato, intervenuta sul posto assieme alla polizia locale, non ha trovato nessuno all'interno dell'auto rubata, ma testimoni hanno riferito di aver visto questtro persone allontanarsi subito dopo l'impatto con l'auto;0;1;0;0;0;0;0;0;0;1
Incidente a Medicina: 2 feriti estratti dalle lamiere dai Vigili del Fuoco;1;0;0;0;1;0;0;0;0;0
Brutto incidente tra due auto ieri sera a Medicina, lungo via San Vitale Est, in località Crocetta;1;1;1;0;0;0;0;0;0;0
Lo schianto è avvenuto poco dopo le 21, 15 e sul posto sono arrivati i Vigili del Fuoco e i Carabinieri;0;1;1;1;0;0;0;0;0;0
Poteva finire in tragedia l'incidente avvenuto in via dei Gelsi, in località Ponticella,  a San Lazzaro di Savena;1;1;0;0;1;0;0;1;0;0
Questa mattina infatti, un autocarro è entrato nella piccola traversa, finendo contro un'auto in sosta;0;1;1;0;0;0;0;0;0;0
La vettura è finita contro il guardrail ed è stato necessario l'intervento dei Vigili del fuoco che sono intervenuti con una squadra con il mezzo in assetto “soccorso per incidenti stradali”;0;1;0;1;0;1;0;1;0;0
Incidente a Medicina, ferite mamma e due figlie: Aurora non ce l'ha fatta;1;0;0;0;1;0;0;0;0;0
Non ce l'ha fatta Aurora, la bimba di 4 anni, vittima dell'incidente avvenuto ieri sera a Medicina, nella frazione di Fossatone;1;1;0;1;1;1;0;0;0;1
La piccola era in auto con la mamma 32enne e la sorella 14enne, quando I'auto, una Fiat Punto, è uscita di strada, schiandosi contro un muretto e poi carambolare nel fosso;0;1;0;0;0;0;0;0;0;1
Incidente sulla A13, quattro feriti: camionista denunciato per attentato alla sicurezza dei trasporti;1;1;0;0;1;1;0;0;0;1
Aveva il cronotachigrafo alterato da una calamita posizionata sul bulbo installato sulla scatola del cambio, l'autoarticolato, condotto da un 66enne, che nel pomeriggio di venerdì 30 agosto si è scontrato sulla A13 con tre veicoli fermi in coda, con un’intera famiglia rimasta coinvolta e ferita a seguito del tamponamento;1;1;1;0;1;1;0;0;0;1
"L'auto della Polizia stradale si stava immettendo sul nodo autostradale di Bologna quando è sopraggiunto un mezzo pesante che l'ha ""schiacciata"" contro il new jersey";1;1;0;1;0;1;0;0;0;0
Come riferisce Ravenna Today, un 45enne della provincia di Bologna, che stava percorrendo l'A14, si è fermato in una piazzola di servizio, quando all'improvviso è stato travolto e investito da un camion;1;1;0;1;1;1;0;1;1;1
Incidente a Monterenzio: Suv si ribalta e blocca la carreggiata, disagi al traffico;1;1;0;0;0;0;0;1;0;0
Un Suv si è ribaltato bloccando una carreggiata;0;1;0;0;0;0;0;0;0;0
San Lazzaro, azzarda un'inversione e provoca incidente: incastrato dalle telecamere;1;1;0;0;0;0;0;1;0;0
Stava guidando in direzione Bologna quando, sul lato opposta della corsia di marcia, ha visto un parcheggio e senza pensarci due volte ha azzardato un'inversione a 'U' , nonostante la presenza della striscia 'continua';0;1;0;0;0;1;0;1;0;0
Incidente in A1, un morto: traffico bloccato la domenica del rientro;1;0;0;0;1;0;0;0;0;0
Un altro incidente mortale domenica mattina, poco dopo le 7.30, sulla A1 Milano-Napoli nel tratto tra il bivio con l'A22 e Reggio Emilia, in direzione Milano;1;1;1;1;1;1;0;1;0;0
A scontrarsi sono state una moto e un'auto: il motociclista ha perso la vita, mentre altre due persone sono rimaste ferite;0;1;0;0;1;1;1;1;0;0
La vittima è un uomo di 58 anni residente a Cervia, come riferisce Ravenna Today;0;1;0;0;0;0;0;0;0;0
Incidente mortale sulla A14: chi era la giovane vittima;1;0;0;0;1;1;0;0;0;0
L'incidente è avvenuto sulla A14, nel tratto da Cesena Nord e Forlì, al km 82;1;1;0;1;0;0;0;0;0;0
Un tratto della strada statale 64 “Porrettana” è temporaneamente chiuso al traffico, a causa di un incidente avvenuto nei pressi del km 102, nel territorio comunale di Castel Maggiore, in provincia di Bologna;1;1;0;0;0;0;0;1;0;0
VIDEO| Porta Sant'Isaia: scontro auto-bici sui viali;0;0;0;0;0;0;0;0;1;0
Scontro tra un'auto e una bici questa notte, intorno all'una, sui viali di Porta Sant'Isaia, all'angolo con via Andrea Costa;1;1;1;0;0;0;0;0;1;0
Sul posto sono intervenuti l'ambulanza e i sanitari del 118 e la Polizia Locale per i rilievi;0;1;0;0;0;0;0;0;0;0
Un impatto violentissimo questa notte in via Dozza a Castel Guelfo. Un automobilista 52enne, residente in provincia di Biella, per cause da accertare, è finito fuori strada mentre si trovava al volante di una Smart;1;1;1;0;1;1;0;0;0;1
Incidente a Molinella: finisce in un canale, 36enne positivo alla cocaina;1;0;0;0;0;0;0;0;0;0
Brutto incidente ieri sera a ridosso dell’incrocio tra via Turati e via Frullo a Castenaso;1;1;1;0;1;0;0;0;0;0
Poco dopo mezzanotte e mezza, l’allarme è stato lanciato per un violento schianto che ha coinvolto due auto : una Fiat 500 con a bordo un gruppo di giovani, e un’utilitaria sulla quale viaggiava un uomo;0;1;1;0;1;0;0;0;0;1
Alla base dell’incidente forse una mancata precedenza al semaforo, ma l’esatta dinamica di quanto accaduto è ancora al vaglio dei carabinieri, intervenuti sul posto sia per i rillievi sia per coadiuvare il traffico;0;1;0;0;0;0;0;0;0;0
Ad avere la peggio l’uomo alla guida dell’utilitaria: per estrarlo dalle lamiere della sua vettura infatti, è stato necessario l’intervento dei vigili del fuoco che hanno lavorato per più di mezz’ora prima di riuscire a raggiungerlo;0;1;0;0;0;1;0;0;0;0
Si e schiantato contro il marciapiede ed è stato sbalzato;0;0;0;0;0;0;0;1;0;1
Non c'è stato nulla da fare per un 45enne che poco prima delle 20 di ieri 22 luglio ha perso il controllo dello scooter;0;0;1;0;1;0;1;1;0;1
Incidente mortale bici-furgone: vittima un professore dell'Alma Mater;0;0;0;0;1;1;0;0;1;0
E'  Piermaria Luigi Rossi,  geologo e professore emerito all'Alma Mater Studiorum - Università di Bologna, l'uomo di 79 anni  morto ieri a Rimini, dopo una violenta collisione con un furgone;1;0;0;0;1;1;0;0;0;0
Originario di Rimini, ma residente a San Lazzaro di Savena  e in pensione da circa due anni, è deceduto poco dopo il trasporto in ospedale;0;0;0;0;1;0;0;0;0;0
Incidente a Castel San Pietro: auto si incendia dopo l'impatto;1;1;0;0;1;0;0;0;0;0
Una di esse nell'impatto ha preso fuoco;0;1;0;0;1;0;0;0;0;0
Alle ore 16:20 circa, è stato riaperto il tratto tra Bologna San Lazzaro e Bologna Fiera in direzione della A1 Milano-Napoli, precedentemente chiuso a causa di un incidente avvenuto al km 19+800, nel quale sono rimasti coinvolti due mezzi pesanti, uno dei quali ha disperso parte del carburante in carreggiata, e nel quale una persona è rimasta ferita;1;1;1;0;1;1;0;1;0;1
Incidente in Appennino: 15enne gravissimo dopo una caduta dalla bici, si sospetta auto pirata;0;1;0;0;1;1;0;1;1;0
Versa in gravissime condizioni un ragazzo di 15 anni, dopo le 20, è caduto dalla bicicletta a Zocca, in via Tesi, la strada provinciale che attraversa il paese dell'Appennino;1;1;1;1;1;1;0;1;1;1
Viale Vighi: gasolio sulla carreggiata, tre incidenti in pochi minuti;1;1;0;0;0;0;0;1;0;0
Tre incidenti al Savena in pochi minuti questa mattina: due scooteristi sono caduti a terra e un'auto ha sbandato ed è finita fuori strada a causa di uno sversamento di gasolio sulla carreggiata da parte di un mezzo pesante;1;1;1;0;0;1;1;1;0;1
Incidente sulla A13, un morto: riaperto il tratto autostradale;1;0;0;0;0;1;0;0;0;0
A causa dell'incidente un uomo di 64 anni ha perso la vita;0;0;0;0;1;1;0;0;0;1
I vigili del fuoco hanno dovuto lavorare ore per estrarre il corpo ormai senza vita dall'abitacolo del camion;0;1;0;0;0;1;0;0;0;1
Tratto chiuso per incidente sulla A13 Bologna-Padova tra Altedo e Bologna Arcoveggio, in idrezione Bologna, a seguito del tamponamento tra tre camion avvenuto al km 5;1;1;0;1;0;1;0;1;0;0
All’altezza del Km 18,700 nella carreggiata nord un autoarticolato e un furgone si sono scontrati e i conducenti sono rimasti incastrati tra le lamiere;1;1;0;1;0;1;0;0;0;1
E' stato necessario l'intervento dei Vigili del fuoco, partiti della sede centrale di Bologna e dei distaccamenti di Zola Predosa e Castiglione de Pepoli che hanno lavorato per mettere in sicurezza l'area dello scontro e per estrarre i due conducenti;0;1;0;0;0;1;0;0;0;0
Incidenti e veicoli in avaria: code e traffico bloccato su A13 e A14;1;0;0;0;0;0;0;0;0;0
Sulla A13 Bologna-Padova tra Altedo e Bologna Arcoveggio, verso Bologna, per un incidente avvenuto al km 5 ora risolto, si è formata una coda di 6 km, con tendenza alla diminuzione, che ha visto il coinvolgimento di 2 mezzi pesanti;1;1;0;0;0;1;0;1;0;1
In alternativa, per coloro che procedono verso Bologna, è consigliabile uscire ad Altedo e percorrendo la statale 9 Emilia rientrare ad Arcoveggio;0;1;0;0;0;0;0;0;0;0
Sul posto è presente il personale di Autostrade per l'Italia per segnalare le code ed agevolare il deflusso veicolare;0;1;0;0;0;0;0;0;0;0
Sulla A14 Bologna-Taranto tra Castel San Pietro e Casalecchio verso la A1 Milano-Napoli ci sono 7 km di coda a causa di un incidente, ora risolto, in cui sono rimasti coinvolti un camper e un camion, all'altezza del km 10+200;1;1;0;0;0;1;0;1;0;1
Incidente a Castenaso: auto investe pedone, grave un uomo;1;1;0;0;1;1;0;0;1;0
Immediatamente è stato lanciato l'allarme e sul posto sono giunti tre mezzi della Polizia Locale, il 118 e l'elisoccorso, oltre a un equipaggio dell'ANC e AC;0;1;0;0;0;0;0;0;0;0
Brutto schianto nella serata di ieri a Molinella, nel quale sono rimaste ferite due persone;1;1;1;0;1;0;0;0;0;1
Ad avere la peggio, una 19enne, trasportato d'urgenza al pronto soccorso dell'ospedale Maggiore di Bologna;0;0;0;0;1;1;0;1;0;0
Incidente a Porta Mazzini: 74enne in ospedale;1;0;0;0;0;0;0;0;0;0
E' ricoverato in Rianimazione in prognosi riservata, ma non in pericolo di vita, il 74enne che ieri nel pomeriggio è stato travolto da una utilitaria all'altezza di piazza di Porta Maggiore;1;1;1;0;0;1;0;0;0;1
L'uomo era in sella alla sua bicicletta quando è avvenuto l'incidente;0;0;0;0;0;0;0;0;1;0
Il 74enne, che stava attraversando i viali, è stato sbalzato sul parabrezza del mezzo, per poi cadere a terra;0;1;0;0;0;1;0;1;0;1
 Il mezzo a motore, condotto da un quarantenne, secondo i rilievi della polizia locale stava procedendo nella stessa direzione;0;0;0;0;0;0;0;1;0;0
"Città metropolitana, nel 2020 giù incidenti stradali, morti e feriti: settembre ""il più triste dei mesi""";0;1;0;0;1;0;0;1;0;0
Sicuramente la pandemia ha influito, limitando gli spostamenti, ma, in tutti i casi, nei primi 9 mesi del 2020, incidenti, feriti e morti sulle strade sono calati, come rivela il report della Città metropolitana.;0;1;0;0;0;0;0;1;0;0
Incidente in A14, schianto tra due furgoni: un morto e due feriti;1;1;0;0;1;0;0;0;0;0
Nell'incidente, avvenuto intorno le 12:30 nel tratto tra San Pietro in Casale e San Lazzaro di Savena, sono rimasti coinvolti due furgoni e lanciato l'allarme sul posto sono intervenuti i sanitari del 118, i Vigili del Fuoco, la Polizia Stradale e l'Aspi;1;1;1;0;0;0;0;0;0;0
A innescare il caos, già storico prima che arrivino le modifiche viarie previste dalla giunta comunale in carica, con l'installazione di semafori che prevedono una razionalizzazione della situazione, è stato un piccolo incidente senza feriti;0;1;0;0;0;0;0;1;0;0
La polizia locale ha inviato sul posto tre pattuglie allo scopo di dirimere il gigantesco ingorgo, che ha interessato naturalmente anche i mezzi pubblici, penalizzati da inevitabili ritardi;0;1;0;0;0;0;0;0;0;0
Due incidenti a Cavour: coinvolti quattro veicoli e quattro feriti;1;0;0;0;0;0;0;0;0;0
Brutto incidente nel pomeriggio di oggi, mercoledì 29 marzo 2023, in via Saluzzo (l'ex statale 589) a Cavour, al confine con Barge;1;1;1;1;1;1;0;1;0;1
Si è trattato dello scontro frontale tra un'auto e un furgone che ha provocato due feriti trasportati in ospedale;0;1;0;0;1;0;0;0;0;0
 Sul posto, oltre ai sanitari, sono intervenuti i carabinieri della stazione cittadina che hanno eseguito i rilievi allo scopo di stabilire le responsabilità dell'accaduto e hanno chiuso a lungo la strada;0;1;0;0;0;0;0;0;0;0
Un secondo incidente sulla stessa ex statale ma a nord del paese, in via Pinerolo angolo via Gerbidi, è avvenuto quasi contemporaneamente e ha visto coinvolti un fuoristrada e un’automobile in un impatto quasi frontale;1;1;0;0;0;0;0;1;0;0
Il primo mezzo si è ribaltato e anche qui si sono registrati due feriti;0;0;0;0;1;0;0;1;0;1
Singolare incidente nella mattinata di oggi, mercoledì 29 marzo 2022, in corso Cavour a Beinasco, dove una Volkswagen Polo è finita contro un segnale stradale, poi contro un idrante e infine si è schiantata contro la recinzione del comando di polizia locale;1;1;1;1;0;0;0;1;0;1
Gli agenti, usciti a vedere che cosa fosse accaduto, hanno constatato che al volante del veicolo c'era un italiano di 82 anni residente nella cittadina, verosimilmente colto da un malore al volante;0;1;0;0;0;1;0;0;0;1
L'uomo è stato soccorso e trasportato in ambulanza all'ospedale San Luigi di Orbassano;0;1;0;0;1;0;0;0;0;0
Sul posto sono intervenuti gli agenti della polizia stradale di Torino-Settimo e gli ausiliari dell'Ativa;0;1;0;0;0;0;0;0;0;0
Incidenti in tangenziale a Beinasco e Venaria: auto perde una ruota che ne urta un'altra, un ferito;1;1;0;0;1;0;0;0;0;0
Incidente in tangenziale sud, direzione nord Milano-Aosta, tra gli svincoli Drosso e Sito Interporto, sul territorio comunale di Benasco, nel pomeriggio di oggi, martedì 28 marzo 2023;1;1;1;1;0;0;0;1;0;0
Un'auto, che procedeva in direzione sud, ovvero verso Savona-Piacenza, ha perso la ruota posteriore sinistra che, rimbalzando è arrivata nell’altra carreggiata, colpendo un altro veicolo che dopo l'urto ha perso il controllo tamponando un tir e rimanendo incastrato;0;1;0;0;0;0;0;1;0;0
Il conducente di quest'ultimo è stato estratto dalle lamiere dai vigili del fuoco e trasportato in elisoccorso all'ospedale Cto di Torino;0;1;0;0;0;1;0;0;0;0
I rilievi sono stati eseguiti dalla polizia stradale di Pinerolo, sul posto con gli ausiliari dell'Ativa;0;1;0;0;0;0;0;0;0;0
Incidente in tangenziale sud tra gli svincoli Drosso e Sito Interporto 28 marzo 2023;1;1;0;1;0;0;0;0;0;0
Su entrambi l'intervento della polizia stradale di Torino-Settimo e degli ausiliari dell'Ativa;0;1;0;0;0;0;0;0;0;0
Incidenti in tangenziale a Venaria Reale - 28 marzo 2023;1;0;0;0;0;0;0;0;0;0
Incidente a Torino Cenisia: si scontrano due auto e una si ribalta, una ferita in ospedale;1;1;0;0;1;0;0;0;0;0
Brutto incidente nella serata di ieri, lunedì 27 marzo 2023, all'incrocio tra corso Peschiera e via Capriolo a Torino;1;1;1;1;1;0;0;0;0;0
A scontrarsi sono state una Toyota Yaris e una Fiat 500 che si è ribaltata in carreggiata dopo l'impatto;0;1;0;0;0;0;0;1;0;0
Alla fine, fortunatamente, soltanto una donna è stata trasportata in ambulanza all'ospedale Martini in condizioni non gravi;0;1;0;0;0;0;0;0;0;0
Incidente nella rotonda a Grugliasco: auto contro monopattino, uomo in ospedale;1;1;0;0;0;0;0;1;0;0
Incidente nel pomeriggio di oggi, lunedì 27 marzo 2023, alla rotonda tra via Crea angolo via Moncalieri a Grugliasco, dove una Fiat Panda guidata da una donna ha investito un monopattino elettrico;1;1;1;1;0;0;0;1;0;1
I rilievi sono stati eseguiti dalla polizia locale, che dovrà stabilire con precisione la dinamica dell'accaduto: per ora è certo che il mezzo leggero arrivasse da corso Allamano, mentre la vettura procedeva in direzione di Torino;0;1;0;0;0;0;0;0;0;0
Incidente in tangenziale nord nella mattinata di oggi, mercoledì 15 marzo 2023;0;1;1;0;0;0;0;0;0;0
Oltre ai sanitari con le ambulanze, sul posto sono intervenuti gli agenti della polizia stradale di Torino-Settimo e gli ausiliari dell'Ativa;0;1;0;0;0;0;0;0;0;0
Nuovo incidente in tangenziale nord dopo quello avvenuto poco prima nel tardo pomeriggio di oggi, martedì 14 marzo 2023;1;1;1;0;0;0;0;0;0;0
Questa volta si è trattato del tamponamento a catena fra tre auto (una Toyota Auris, un'Alfa Romeo Giulietta e una Fiat Bravo) avvenuto in corsia di sorpasso all'altezza dello svincolo di Savonera, sul territorio di Collegno, in direzione sud Savona-Piacenza;1;1;0;1;0;0;0;0;0;0
Non si sono verificati feriti e sul posto sono intervenuti gli agenti della polizia stradale di Torino-Settimo e gli ausiliari dell'Ativa;0;1;0;0;0;0;0;0;0;0
Code e traffico si sono verificati nella direzione dell'incidente e rallentamenti anche in quella opposta a causa dei curiosi che rallentavano per guardare che cosa fosse successo;0;1;0;0;0;0;0;0;0;0
Incidente in tangenziale a Torino Stura: auto ribaltata in carreggiata, circolazione bloccata;1;1;0;1;0;0;0;0;0;0
Un incidente avvenuto tra gli svincoli di Borgaro Torinese e del raccordo autostradale per Caselle, nella zona dell'area di servizio Stura Sud a Torino, ha bloccato completamente la tangenziale nord in direzione nord Milano-Aosta nel pomeriggio di oggi, martedì 14 marzo 2023;1;1;1;1;0;1;0;1;0;0
Si è trattato del ribaltamento di una Dr Zero avvenuto in corsia di sorpasso;0;0;0;0;0;0;0;1;0;0
Ferito il conducente, che è stato trasportato in ambulanza all'ospedale Giovanni Bosco;0;0;0;0;1;1;0;0;0;1
Sul posto sono intervenuti i sanitari, i vigili del fuoco di Torino Stura, gli agenti della polizia stradale di Torino-Settimo e gli ausiliari dell'Ativa;0;1;0;0;0;0;0;0;0;0
Nella curva in prossimità dell'incrocio con corso Torino, in cui in passato vi sono stati anche episodi più tragici, uno scooter si è scontrato frontalmente con un camioncino elettrico della raccolta rifiuti della Cidiu;1;1;0;0;0;1;1;1;0;1
A bordo del motociclo viaggiavano un uomo e una donna: il primo ha sfondato il vetro del mezzo pubblico riportando conseguenze non gravi, mentre la seconda, italiana di 35 anni, è finita sotto le ruote riportando conseguenze più serie;0;0;0;0;0;1;1;1;0;1
Sono stati trasportati entrambi all'ospedale cittadino e la donna (estratta da sotto il mezzo dai vigili del fuoco) è in prognosi riservata, anche se non sarebbe in immediato pericolo di vita;0;0;0;0;0;1;0;0;0;1
Una ragazza italiana di 19 anni residente a Lombriasco è in condizioni critiche all'ospedale Cto di Torino dopo un incidente avvenuto nella notte di oggi, lunedì 13 marzo 2023, sull'ex statale 663 in località Ceretto di Carignano;1;1;1;1;1;1;0;0;0;1
Si è trattato dell'uscita di strada di una Peugeot 208 a bordo di cui viaggiavano tre giovanissime: la più grave non era al volante, le altre due (la conducente 23 anni anche lei di Lombriasco e la passeggera di 18 anni residente a Polonghera, nel Cuneese) sono rimaste ferite in modo lieve e sono state trasportate in ambulanza all'ospedale Santa Croce di Moncalieri;0;1;0;0;0;1;0;0;0;1
La vettura, che ha anche abbattuto due pali della linea telefonica, è rimasta distrutta e le ragazze sono state estratte dalle lamiere dai vigili del fuoco;0;1;0;0;0;0;0;0;0;0
Sul posto sono intervenuti anche i carabinieri della compagnia di Moncalieri a cui competono i rilievi sull'incidente;0;1;0;0;0;0;0;0;0;0
I militari dell'Arma hanno chiesto anche l'accertamento ospedaliero sulle condizioni psicofisiche della conducente prima di mettersi al volante, non essendo stato possibile eseguire i test sul momento;0;0;0;0;0;1;0;0;0;0
Sul posto la polizia stradale di Torino e gli ausiliari Ativa;0;1;0;0;0;0;0;0;0;0
Incidente a Torino Crocetta: un ferito dopo lo scontro auto-moto;1;1;0;0;1;0;1;1;0;0
Un uomo è rimasto ferito a seguito di un incidente stradale avvenuto all'incrocio tra corso Galileo Ferraris e corso Stati Uniti a Torino, nel primo pomeriggio odierno, venerdì 10 marzo 2023;1;1;1;0;1;1;0;0;0;1
A finire in ospedale, al Mauriziano, è stato il centauro: per fortuna le sue condizioni non destano particolari preoccupazioni;0;0;0;0;0;0;1;0;0;0
Incidente a Cuorgnè: colto da un malore al volante, si schianta e muore;1;1;0;0;1;1;0;1;0;0
Tragedia in via Ivrea a Cuorgnè, nella zona del Ponte Vecchio, nella giornata di ieri, giovedì 9 marzo 2023;1;1;1;1;1;0;0;0;0;0
La vettura, che fortunatamente procedeva a bassa velocità, è andata a schiantarsi contro la ringhiera che separa la strada dal piazzale in cui c'è il supermercato Crai;0;1;0;0;0;0;0;0;0;0
Sul posto sono intervenuti i sanitari, che hanno tentato una lunga quanto inutile manovra di rianimazione, la polizia locale, a cui competono le indagini sull'accaduto, e i carabinieri della stazione cittadina;0;1;0;0;0;0;0;0;0;0
Incidente nel sottopasso Donat-Cattin a Torino: scontro frontale tra due auto, due feriti;1;1;0;0;1;0;0;0;0;1
Avrebbe potuto avere conseguenze ben peggiori l'incidente che si è verificato nel sottopasso Donat-Cattin a Torino nella notte di oggi, venerdì 10 marzo 2023;1;1;1;1;0;1;0;1;0;0
A scontrarsi frontalmente sono state una Citroën guidata da un nigeriano di 36 anni e una Fiat Panda guidata da un italiano di 32 anni;0;1;0;0;0;0;0;0;0;0
L'ipotesi degli agenti della polizia locale, intervenuti sul posto, è che quest'ultima abbia imboccato il tratto contromano;0;1;0;0;0;0;0;0;0;0
I due conducenti sono rimasti feriti in modo lieve e sono stati trasportati all'ospedale Maria Vittoria dalle ambulanze della Croce Reale di Venaria e della Croce Verde di Torino;0;1;0;0;0;0;0;0;0;1
È stato pesantemente multato per la guida contromano e gli è stata ritirata la patente (il prefetto deciderà per quanto sospenderla: da uno a tre mesi);0;0;0;0;0;1;0;0;0;0
Incidente, nel pomeriggio odierno, all'incrocio tra via Traves e via Druento, ai confini tra Torino e Venaria;1;1;1;0;0;0;0;0;0;0
La persona alla guida di quest'ultima è rimasta ferita, seppur in modo lieve, ed è stata portata all'ospedale Maria Vittoria di Torino per gli accertamenti clinici del caso;0;1;0;0;0;1;0;0;0;1
"Sul posto sono intervenuti gli agenti della polizia locale di Torino e il personale sanitario 118 della ""Pubblica Assistenza Croce Reale"" di Venaria";0;1;0;0;0;0;0;0;0;0
Maxi ingorgo all'ingresso di Torino a causa di un incidente su corso Regina Margherita;1;1;0;0;0;0;0;1;0;0
Incidente nella primissima mattinata di oggi, venerdì 30 dicembre 2022, sull'autostrada Torino-Monte Bianco, in direzione del capoluogo piemontese, circa un chilometro dopo lo svincolo di San Giorgio Canavese, sul territorio comunale di Foglizzo;1;1;1;1;0;0;0;1;0;0
A scontrarsi sono stati una Porsche e un furgone che è finito fuori dalla carreggiata;0;1;0;0;0;0;0;0;0;0
La vettura sportiva è invece rimasta di traverso bloccando completamente il traffico;0;1;0;0;0;0;0;0;0;0
Il conducente dell'auto, con targa svizzera e risultata rubata nella notte a Pré-Saint-Didier (Aosta), è uscito allontanandosi a piedi ed è stato avvistato nella carreggiata opposta, in direzione di Aosta, dopodiché le sue tracce si sono perse;0;1;0;0;0;1;0;0;0;1
A bordo del furgone viaggiava un uomo che è stato trasportato in ambulanza all'ospedale di Chivasso;0;0;0;0;0;1;0;0;0;0
Non è in pericolo di vita anche se ha riportato dei traumi;0;0;0;0;0;1;0;0;0;0
Sul posto sono intervenuti, oltre ai sanitari, i vigili del fuoco di Torino Stura, Ivrea e Volpiano, gli agenti della polizia stradale di Torino-Settimo e gli ausiliari dell'Ativa, che hanno istituito l'uscita obbligatoria a San Giorgio Canavese, con rientro a Volpiano;0;1;0;0;0;0;0;1;0;1
Tangenziale sud nel caos nel pomeriggio di oggi, giovedì 29 dicembre 2022, per un incidente avvenuto in direzione nord Milano-Aosta all'altezza dello svincolo Stupinigi, sul territorio comunale di Nichelino;1;1;1;0;0;0;0;1;0;1
Si è trattato di un tamponamento fra tre veicoli avvenuto in corsia di sorpasso a cui è seguito un urto con altri quattro veicoli, per un totale di sette mezzi coinvolti;0;1;0;0;0;0;0;0;0;1
Incidente tra Bairo e Castellamonte: auto esce di strada e si ribalta in un campo, ferito il conducente;1;1;0;0;1;0;0;1;0;0
Incidente nella prima mattinata di oggi, giovedì 29 dicembre 2022, sulla strada che collega Bairo e Castellamonte: una Renault Clio è uscita di strada, abbattendo un cartello pubblicitario e poi ribaltandosi;1;1;1;0;0;0;0;1;0;1
Il conducente, rimasto intrappolato nelle lamiere, è stato estratto dai vigili del fuoco di Ivrea e trasportato all'ospedale eporediese in ambulanza;0;1;0;0;0;1;0;0;0;0
A dare l'allarme erano stati altri automobilisti di passaggio, che avevano notato la vettura ribaltata a bordo strada;0;0;0;0;0;0;0;1;0;0
Traffico fortemente rallentato nella serata di ieri, mercoledì 28 dicembre 2022, in tangenziale nord per un incidente avvenuto all'altezza dello svincolo di corso Francia, in direzione sud Savona-Piacenza, sul territorio comunale di Rivoli;1;1;1;1;0;0;0;1;0;1
A scontrarsi sono stati un'auto e un fuoristrada che è rimasto a cavallo tra le corsie centrale e di sorpasso;0;1;0;0;0;0;0;1;0;0
Un ferito non grave è stato trasportato in ambulanza all'ospedale cittadino;0;0;0;0;1;0;0;0;0;0
Sul posto la polizia stradale di Torino-Settimo, che ha eseguito i rilievi, e gli ausiliari dell'Ativa;0;1;0;0;0;0;0;0;0;0
Tutta Caselle ha salutato per l'ultima volta Blendi, il 18enne morto dopo il pauroso incidente stradale;0;1;0;0;1;0;0;1;0;0
Una intera comunità, quella di Caselle, si è stretta oggi pomeriggio attorno alla famiglia di Blendi Halili, il 18enne morto martedì 20 dicembre 2022 a seguito di un incidente stradale avvenuto in via Alle Fabbriche: quella notte, l'auto sulla quale viaggiava lui e altri tre amici, finì contro il muretto dell'ex lanificio Bona per poi esplodere: Blendi era morto suo colpo, prima dello scoppio della vettura;1;1;1;1;1;1;0;0;0;1
momenti di paura nella mattinata di mercoledì 22 febbraio a fidenza per lo scontro, avvenuto verso le ore 620, tra un'auto e una bicicletta;1;1;1;1;0;0;0;0;1;0
Incidente a Castenaso: auto investe pedone, grave un uomo;1;1;0;0;1;1;0;0;1;0
l'uomo, che si trovava a bordo della sua bicicletta quando, in corrispondenza di una rotonda, è stato centrato dal veicolo, è deceduto poco dopo il ricovero d'urgenza nel reparto di rianimazione dell'ospedale maggiore di parma;0;1;0;0;1;1;0;0;1;0
Versa in gravi condizioni il 51enne bolognese che è stato investito questa mattina poco prima delle 8 in via Saffi, un centinaio di metri dopo la porta;1;1;1;0;1;1;0;0;1;1
un ragazzino di 14 anni in bicicletta è stato investito oggi pomeriggio lungo la san vitale;1;1;1;0;0;0;0;0;1;1
Ancora un incidente nel ravennate. Giovedì sera, attorno alle 18.30, un 50enne stava percorrendo via Sottofiume Boncellino dalla San Vitale verso l'abitato di Boncellino in sella a uno scooter Burgman quando, per cause ancora in corso d'accertamento, ha perso il controllo del mezzo in curva ed è finito contro il guard rail;1;1;1;1;0;0;1;1;0;1
La dinamica dell'incidente ancora non è chiara, fatto sta che il ciclista è rovinato sull'asfalto;0;0;0;0;0;0;0;1;1;1
Sul posto si sono precipitati i soccorsi del 118, che hanno trasportato il ferito all'ospedale Bufalini di Cesena con codice di massima gravità;0;1;0;0;1;1;0;0;0;1
Nell'urto, lo scooterista è rovinato sull'asfalto;0;1;0;0;0;0;1;1;0;0
È in gravissime condizioni il giovane che all'alba di questa mattina è stato travolto a Faenza mentre andava in bicicletta;1;1;1;0;1;1;0;1;1;0
Erano le 5.30 quando il ragazzo, un 25enne straniero, stava percorrendo via Naviglio dall'autostrada verso il centro abitato;0;1;1;0;1;0;0;0;0;0
All'altezza del Cinedream, il ciclista è stato improvvisamente travolto da un'auto che viaggiava dietro di lui, una Mercedes classe B condotta da un uomo ultrasessantenne;1;1;0;0;0;1;0;0;1;1
L'impatto è stato violento;0;0;0;0;1;0;0;0;0;0
