articolo_id;frase;localizzazione;grave
969;"Parla il presidente della Federazione nazionale degli Ordini dei medici chirurghi e degli odontoiatri, Filippo Anelli ""Apprendiamo con estrema tristezza del grave incidente avvenuto questa mattina lungo la via Emilia, che ha coinvolto un'auto medica e un'ambulanza.";1;1
970;Il cordoglio di Azienda Ospedaliera e Usl Il gravissimo incidente di Fraore, che ha portato alla morte della volontaria della Pubblica Assistenza di Borgotaro Angela Bozzia, ha provocato anche il ferimento grave della bimba di un anno, la paziente che era stata soccorsa a Gotra di Borgotaro poichè aveva febbre alta e convulsioni, il medico 62enne, l'autista dell'ambulanza e l'autista dell'automedica.;1;1
971;"Il ricordo della volontaria della Pubblica Assistenza Angela Bozzia, morta nell'incidente di martedì mattina all'alba a Fraore: ""Trent'anni da volontaria, onore Angela Bozzia, 54 anni, volontaria della Pubblica Assistenza di Borgotaro e Albareto da trent'anni è morta la mattina del 30 ottobre nel tragico incidente stradale che ha coinvolto un'ambulanza e un'automedica di Borgotaro e un autocarro.";1;1
972;Il drammatico incidente si è verificato alle 5.30 di stamattina: l'ambulanza e un'automedica della Pubblica di Borgotaro, che stavano trasportando la piccola al Maggiore, si sono scontrate con un bilico Gravissimo incidente stradalealle prime luci dell'alba di oggi, martedì 30 ottobre, a Fraore in via Emilia Ovest.;1;1
973;Una giovane studentessa 18enne dell'Ulivi, che viveva nel reggiano, è morta poche ore dopo essere stata investita da un furgone mentre andava a scuola venerdì mattina.;1;1
974;La donna, che si trovava in sella allo scooter che si è schiantato contro una Lancia Y, è stata ricoverata nel reparto di Rianimazione al Maggiore Grave incidente nella serata di ieri, mercoledì 24 ottobre, all'incrocio tra viale Milazzo e via della Villetta.;1;1
976;L'incidente è avvenuto poco dopo le ore 18 del 24 ottobre: uno dei feriti è stato trasportato in elisoccorso al Maggiore, sul posto due squadre dei Vigili del Fuoco, le automediche e i carabinieri Paura nel pomeriggio di oggi, mercoledì 24 ottobre a Respiccio di Fornovo, lungo la strada statale.;1;1
977;Il ricordo della giovane Alexandra La Torre, rimasta vittima del terribile incidente in autostada: la Panda sulla quale viaggiava con altre due ragazze si è ribaltata e poi è stata centrata in pieno da un furgone Iveco Daily Alexandra La Torre, una ragazza solare che le colleghe di lavoro adoravano anche per la sua professionalità è morta tragicamente nell'incidente lungo l'autostrada A1 che si è verificato nella notte tra il 22 ed il 23 ottobre all'altezza di Fontanellato.;1;1
978;Alexandra La Torre è morta dopo che l'auto sulla quale viaggiava con due amiche si è scontrata con un furgone e si è ribaltata Gravissimo incidente stradale nella notte tra il 22 ed il 23 ottobre lungo l'autostrada A1.;1;1
979;Anna Pallini è morta nel drammatico incidente di ieri sera a Tortiano: il ricordo della giovane 16enne Anna Pallini è morta a 16 anni mentre si trovava a bordo della Fiat Panda a metano, guidata dal fratello Matteo di 18 anni: il drammatico incidente è avvenuto nel tardo pomeriggio di ieri, domenica 21 ottobre, lungo la strada che collega Basilicagoiano a Traversetolo.;1;1
980;Anna Pallini è morta nell'incidente avvenuto domenica pomeriggio: gravissimo un 17enne.;1;1
982;L'incidente si è verificato alle 5 di mattina di domenica 14 ottobre Un secondo incidente si è verificato alle prime ore della mattina di domenica 14 ottobre.;1;1
983;L'incidente si è verificato verso l'una di notte: sul posto gli operatori sanitari hanno trasportato il ferito al Pronto Soccorso Un grave incidente si è verificato nella notte tra il 13 ed il 14 ottobre a Cascinapiano, alle porte di Langhirano.;1;1
984;Tamponamento tra un mezzo pesante e un autocarro, che ha preso fuoco Gravissimo incidente sull'A1 Milano-Napoli nel pomeriggio di oggi, sabato 13 ottobre.;1;1
985;L'incidente è avvenuto nel pomeriggio del 13 ottobre a Martorano Grave incidente stradale nel pomeriggio di oggi, sabato 13 ottobre.;1;1
986;L'incidente si è verificato nel pomeriggio del 12 ottobre Nel pomeriggio di oggi, venerdì 12 ottobre, si è verificato un grave incidente stradale in via Trombara, tra viale Pasini e viale Piacenza.;1;1
987;L'auto ha urtato lateralmente la bicicletta: il conducente trasportato al Pronto Soccorso dal personale sanitario Nel tardo pomeriggio di ieri, 11 ottobre, un ciclista è stato da un'auto mentre stava percorrendo via San Leonardo.;1;1
988;Il pedone è rimasto incastrato sotto l'auto: trasportato d'urgenza al Pronto Soccorso Grave incidente nel pomeriggio di oggi, martedì 9 ottobre.;1;1
989;Due giorni fa è deceduta a distanza di una settimana dall’incidente che la vide coinvolta la sera del 27 settembre È morta a distanza di una settimana dall’incidente che la vide coinvolta, Bruna Polinelli, 77enne di Alseno.;1;1
990;Cristiano Giordani è deceduto sul colpo in un incidente che si è verificato a Boretto, sulla Cispadana: è rimasto schiacciato all'interno dell'abitacolo Gravissimo incidente nel tardo pomeriggio di ieri, venerdì 5 ottobre, a Boretto, in provincia di Reggio Emilia.;1;1
991;L'incidente è avvenuto prima delle ore 7 di mattina del 4 ottobre Grave incidente stradale alle prime luci dell'alba di oggi, giovedì 4 ottobre nei pressi di Baganzola.;1;1
992;Il conducente di un filobus della linea 3 ha frenato bruscamente per non tamponare una Smart che ha arrestato la corsa in mezzo alla carreggiata nei pressi dell'Arco di San Lazzaro Una brutta disavventura finita al Pronto Soccorso dell'Ospedale Maggiore di Parma con ferite ed escoriazioni.;1;1
993;L'incidente è avvenuto dopo mezzanotte e mezza all'altezza del chilometro 113: sul posto i mezzi di soccorso Grave incidente nella notte tra il 29 e il 30 settembre lungo l'autostrada A1, nei pressi di Parma.;1;1
994;Alle 7.20 lo schianto tra i due mezzi Due auto si sono scontrare la mattina del 29 settembre vicino all'abitato di Rimale di Fidenza: le cause dello schianto sono in corso di accertamento.;1;1
995;L'incidente è avvenuto alle 7.40 di sabato 29 settembre: sul posto le ambulanze del 118 Alle prime ore della mattina di oggi, sabato 29 settembre, si è verificato un grave incidente stradale a Fraore, sulla statale Emilia Ovest.;1;1
996;L'anziano è stato trasportato con l'elisoccorso in ospedale Grave incidente stradale a Busseto nella serata di ieri venerdì 28 settembre.;1;1
997;L'incidente è avvenuto alle 22 di ieri tra Scipione Ponte e Salsomaggiore Grave incidente nella serata di ieri tra Scipione Ponte e Salsomaggiore.;1;1
998;L'incidente è avvenuto poco prima delle 9 di giovedì 27 settembre: sul posto i soccorritori del 118 Un grave incidente stradale si è verificato nella mattinata di oggi, giovedì 27 settembre.;1;1
999;L'ennesimo incidente è avvenuto sul monte Torricella Nella mattina di martedì 25 settembre, i tecnici del Soccorso Alpino sono stati chiamati ad intervenire sulle pendici del Monte Torricella, nel comune di Monchio delle Corti, a poca distanza dagli impianti sciistici di Prato Spilla.;1;1
1000;L'incidente è avvenuto nel pomeriggio in via Trento: portato al Maggiore con l'elisoccorso Paura a Soragna nel pomeriggio di lunedì 24 settembre per un bimbo di 11 anni in bicicletta che è stato urtato da un'auto, per cause in corso di accertamento.;1;1
1001;Lo scontro è avvenuto alle 9.40 in via Fratelli Rosselli: la motocicletta si è incastrata sotto l'auto E' finito con la sua moto contro un'auto e poi è rimasto incastrato sotto la il mezzo.;1;1
1002;Dopo un volo di dieci metri l'uomo è riuscito a nuotare per raggiungere la riva: è in ospedale sotto osservazione ma non in pericolo di vita Un pauroso incidente, il volo di una decina di metri, l'auto finita nell'Arda a Polesine Zibello, il panico di non sapere cosa fare e la prontezza di riflessi, essenziale per salvarsi.;1;1
1003;L'incidente è avvenuto nel pomeriggio del 23 settembre: dopo essere stato rianimato dal personale medico presente alla gara è stato trasportato in elisoccorso in ospedale È caduto violentemente a terra mentre stava percorrendo la pista di motocross di Lesignano de' Bagni ed è rimasto gravemente ferito.;1;1
1004;L'incidente è avvenuto alle 22 in strada Ongina: sul posto le ambulanze Un grave incidente stradale si è verificato nella tarda serata di ieri, sabato 22 settembre a Polesine.;1;1
1005;Nel comune di San Polo d'Enza, un'auto si schianta contro un albero Poco prima delle 21,30 di mercoledì sera nei pressi di Barcaccia, comune di San Polo d’Enza, a causa di un incidente un 69enne residente a Carpi ha perso la vita.;1;1
1006;Incidente all’altezza di Medesano poco dopo le 13:00, l'uomo è stato trasportato al Maggiore in gravi condizioni Poco dopo le 13, verso lo svincolo di Mesesano, un’auto è rimasta incastrata sotto un camion, per cause ancora in corso d’accertamento.;1;1
1007;L'incidente è avvenuto in via Bissolati a Salsomaggiore Terme, una strada a forte pendenza.;1;1
1008;Anche il sindaco si è stretto intorno alla famiglia del giovane, morto carbonizzato nell'auto dopo lo schianto contro il guardrail e l'incendio del mezzo Sant'Ilario d'Enza piange Filippo Pizzarrelli, il ragazzo di 28 anni, morto carbonizzato all'interno di una Bmw di grossa cilindrata che si è schiantata contro il guardrail della tangenziale Nord di Parma nella notte tra venerdì 14 e sabato 15 settembre.;1;1
1009;Grazie al pronto intervento degli agenti della Polizia Pedemontana e all’aiuto di un testimone, il veicolo è stato individuato a tempo di record Un violento scontro frontale tra un Suv e un’utilitaria in sosta si è verificato domenica 9 settembre verso le 13,30 a Vignale di Traversetolo, ina via di una zona residenziale.;1;1
1010;L'incidente è avvenuto all'alba di oggi, sabato 15 settembre Un grave incidente stradale si è verificato all'alba di oggi, sabato 15 settembre, all'altezza di San Prospero, lungo la via Emilia.;1;1
1011;Il tragico incidente è avvenuto verso mezzanotte all'altezza di Baganzola: Filippo Pizzarelli è morto nell'auto in fiamme Tragico incidente stradale nella notte lungo la tangenziale Nord di Parma.;1;1
1012;L'incidente è avvenuto alle 2.30 all'altezza di Berceto: sul posto ambulanze e forze dell'ordine Grave incidente stradale nella notte tra il 9 ed il 10 settembre lungo l'autostrada A15.;1;1
1013;E' successo nel tardo pomeriggio del 4 settembre Un camion con un carico di orzo si è ribaltato nel pomeriggio di ieri, 4 settembre, mentre stava percorrendo la rotatoria di via Emilia Est, nella zona dell'ex Salamini.;1;1
1014;Un giovane di Mezzani è stato rintracciato dai carabinieri e segnalato per omissione di soccorso e fuga da incidente con feriti: due persone sono finite in ospedale in gravi condizioni Ha tamponato tre auto che erano appena state coinvolte in un incidente stradale alle prime luci dell'alba di sabato 1° settembre a Boretto e poi è scappato, senza prestare soccorso ai feriti e facendo perdere le proprie tracce.;1;1
1016;L'incidente è avvenuto poco prima delle 10 a Castelguelfo, i tir hanno tamponato l'auto e il furgone fermi dopo uno scontro: caos traffico e strada chiusa per ore Grave incidente nella mattinata di oggi, giovedì 30 agosto in via Emilia Ovest, all'altezza di Castelguelfo, alle porte di Parma.;1;1
1017;L'incidente è avvenuto alle ore 8 del 28 agosto all'altezza dell'uscita per via Europa Ha tamponato, con la sua moto, un camion mentre entrambi i mezzi stavano percorrendo la tangenziale Nord nella mattinata di oggi, martedì 28 agosto.;1;1
1018;L'incidente si è verificato alle 5.30 mentre i due mezzi transitavano in direzione Gaione E' stato investito da un'auto mentre si trovava in via Montanara, all'alba di oggi, lunedì 27 agosto.;1;1
1019;La giovane, che si trovava in vacanza con il fidanzato, ha riportato ferite serie ed ora si trova ricoverata all'Ospedale Cardarelli di Napoli Si trova ricoverata all'Ospedale Cardarelli di Napoli la 19enne di Fontanellato rimasta gravemente ferita in seguito ad un caduta dallo scooter che stava guidando a Piano di Sorrento, sui Colli di San Pietro.;1;1
1020;L'incidente è avvenuto all'1 e 40 tra sabato 25 e domenica 26: sul posto gli operatori del 118 Era da poco passata l'una e mezza di notte quando, per motivi in corso di accertamento, un'auto è finita fuori strada mentre percorreva la tangenziale Sud.;1;1
1021;Il 53enne travolto da un fuoristrada e deceduto la mattina del 24 agosto nel reparto di Rianimazione correva con l'Atletica Barilla e lavorava per l'azienda di Pedrignano E' stato travolto da un fuoristrada, una Toyota Land Cruiser, mentre si stava allenando in via Torelli, appena uscito dal parco Martini.;1;1
1022;Giovanni Tribuzio non ce l'ha fatta: era stato ricoverato d'urgenza nel reparto di Rianimazione del Maggiore Il 53enne,investito da un fuoristrada nella tarda serata di meroledì in via Torellinon ce l'ha fatta: è deceduto in mattinata all'interno del reparto di Rianimazione dell'Ospedale Maggiore di Parma.;1;1
1023;Il pedone si trova in Rianimazione e in prognosi riservata Un uomo di 53 anni è stato investito da un fuoristrada in tarda serata mentre stava attraversando la strada sulle strisce pedonali in via Torelli.;1;1
1024;Il ricordo di Stefania Mollica, la 26enne che ha perso la vita nello scontro frontale sul cavalcavia di viale Europa Stefania Mollica è morta a 26 anni a causa di untragico schianto frontale della sua Fiat Panda con una Fiat Stylo sul cavalcavia di viale Europa, a pochi passi dall'ingresso dell'autostrada.;1;1
1025;L'incidente è avvenuto poco prima di mezzanotte: l'automobilista ha riportato ferite di media gravità Grave incidente poco prima della mezzanotte di ieri, 23 agosto, a San Quirico di Trecasali.;1;1
1026;Lo scontro è avvenuto alle 9.30: Stefania Mollica è morta sul colpo mentre la conducente della seconda auto è stata trasportata d'urgenza nel reparto di Rianimazione del Maggiore Pauroso schianto frontale tra due auto nella mattinata di oggi, giovedì 23 agosto.;1;1
1027;L'incidente si è verificato alle 9.30 nei pressi di Fidenza Un violento scontro tra tre mezzi lungo l'autostrada A1 in direzione Sud si è verificato nella mattinata di oggi, martedì 21 agosto, verso le ore 9.30.;1;1
1028;La 28enne morta nel tragico frontale di sabato notte dirigeva l'ufficio postale di Lesignano dè Bagni, dopo aver lavorato alla Coop di via Gramsci La vita di Elisa Baldi si è spenta alla mezzanotte di ieri, 19 agosto, nel tragico scontro frontale tra la sua Polo e la Citroen C3 famigliare, guidata da un 42enne di Montechiarugolo.;1;1
1029;L'incidente è avvenuto a mezzanotte: la vittima è Elisa Baldi Un gravissimo incidente si è verificato nella notte tra sabato 18 e domenica 19 agosto a Martorano.;1;1
1030;L'incidente è avvenuto nella serata del 15 agosto Stava lavorando nei campi di Pieve Cusignano, nel comune di Fidenza, quando all'improvviso il trattorino che stava utilizzando si è ribaltato: il conducente è morto in seguito alle ferite riportate.;1;1
1031;L'incidente è avvenuto nella mattinata di lunedì 13 agosto: sul posto ambulanze e Vigili del Fuoco Grave incidente nella mattinata di oggi, lunedì 13 agosto a San Pancrazio, all'incrocio tra strada Valera e via Roma.;1;1
1032;L'incidente è avvenuto nella mattinata di oggi, sabato 11 agosto Si è schiantato contro un'auto mentre stava percorrendo la tangenziale ed è rimasto gravemente ferito.;1;1
1033;L'incidente è avvenuto verso le ore 17: sul posto anche l'elisoccorso.;1;1
1034;E' successo a Collecchio prima delle ore 9 del 10 agosto: sul posto i soccorritori del 118 Stava percorrendo via Spezia a Collecchio quando all'improvviso, per cause in corso di accertamento, si è ribaltato mentre si trovava a bordo del suo Apecar.;1;1
1035;L'incidente è avvenuto prima delle ore 22 del 9 agosto a Montechiarugolo Paura a Montechiarugolo, in corrispondenza della località La Fratta per un anziano, che è stata investita da un'auto.;1;1
1036;L'incidente è avvenuto all'alba del 9 agosto, verso le ore 6: ferite lievi per il conducente Erano da poco passate le 6 della mattinata di oggi, giovedì 9 agosto, quando per cause in corso di accertamento, un bilico si è semi ribaltato mentre stava percorrendo la tangenziale Nord.;1;1
1037;Tra Parma, Fidenza e il bivio per l'A15 si sono formati rallentamenti a causa di alcuni scontri, avvenuti in mattinata Traffico intenso e code in autostrada A1, tra i caselli di Parma e Fidenza e in corrispondenza del bivio per l'A15, nella mattinata di oggi, giovedì 9 agosto.;1;0
1038;L'incidente è avvenuto dopo le ore 21: il conducente della moto è finito in una scarpata mentre percorreva la strada del Bocco ed è stato recuperato dai carabinieri e dal personale del 118 Grave incidente stradale in serata nella zona di Bedonia, in particolare lungo la strada del Bocco.;1;1
1039;Poco prima delle ore 11 una persona che si trovava lungo la strada provinciale che collega Fidenza e Salsomaggiore è stata investita da un'auto Nella mattinata di oggi, mercoledì 8 agosto, si è verificato un grave incidente stradale lungo la strada provinciale che collega Fidenza a Salsomaggiore Terme.;1;1
1040;La vittima accertata è Andrea Anzolin, il conducente dell'autocisterna che ha tamponato prima un tir e poi una bisarca Si trovano ancora in gravi condizioni di salute delle due persone ferite, un uomo ed una donna, che ieri 6 agosto sono state trasportate con l'elisoccorso all'Ospedale Maggiore di Parma in seguito allo spaventoso incidente con l'eplosione dell'autosisterna, avvenuto in tangenziale a Bologna, sul ponte del raccordo A1/A14 nei pressi di Borgo Panigale.;1;1
1042;Inferno lungo il raccordo dell'A14 a Casalecchio: ustionati arrivati a Parma con l'elisoccorso Un boato e poi le fiamme, con un'alta colonna di fumo visibile da lontano.;1;1
1043;L'incidente è avvenuto alle ore 13 all'altezza di Berceto Un grave incidente stradale si è verificato nel primo pomeriggio lungo l'Autostrada della Cisa, in A15.;1;1
1044;L'incidente è avvenuto in località Canton Santo in strada Due Ponti: il conducente della moto è ricoverato in condizioni critiche in ospedale Grave incidente stradale alle ore 13 a Busseto, in località Canton Santo, in strada Due Ponti.;1;1
1045;L'incidente è avvenuto nella notte tra il 5 ed il 6 agosto Si è schiantato contro un albero mentre stava guidando la sua auto, proprio in corrispondenza della sede della Polizia Municipale di Parma, in via del Tagio.;1;1
1046;L'incidente si è verificato alle ore 22 del 5 agosto in via Roma Grave incidente nella serata di ieri, domenica 5 agosto, a Madregolo.;1;1
1047;L'incidente si è verificato in Autocisa nei pressi di Fornovo: gli operatori del 118 avevano appena soccorso una persona colpita da malore Aveva appena caricato una persona colta da malore quando è stata tamponata da un tir, mentre si immettiva in Autocisa, in corrispondenza del casello di Fornovo.;1;1
1048;L’incidente si è verificato verso le 11 a Ozzano Taro.;1;1
1049;L'incidente è avvenuto poco prima di mezzogiorno nella frazione di Case Mezzadri: è morto Maurizio Bonatti, titolare della trattoria La Bruschetta Tragedia a Case Mezzadri di Medesano.;1;1
1050;L'incidente è avvenuto alle 3 di notte vicino a Fornovo Grave incidente stradale nella notte tra sabato 28 e domenica 29 luglio a Citerna di Taro, nel comune di Fornovo.;1;1
1051;Il conducente dello scooter è stato ricoverato nel reparto di Rianimazione del Maggiore di Parma Pauroso scontro frontale nel primo pomeriggio di oggi, venerdì 27 luglio, tra un furgone ed uno scooter in strada Selva a Colorno.;1;1
1052;Il grave incidente è avvenuto dopo le ore 16 in corrispondenza di un curvone: il ferito si trova nell'area rossi del Pronto Soccorso, sotto osservazione Grave incidente a Noceto, in via Galvana, nel pomeriggio di oggi, mercoledì 25 luglio.;1;1
1053;Olimpio Chiari è deceduto nel reparto di Rianimazione del Maggiore alle 4.30: secondo le prime ricostruzioni stava attraversando sulle strisce con la bici a mano Il ciclista 88enne Olimpio Chiari,investito poco dopo le ore 12 di lunedì 23 luglioin viale Europa, proprio di fronte all'albergo Hotel Villa Ducale, è deceduto nel reparto di Rianimazione del Maggiore alle 4.30 di notte.;1;1
1054;Le truffe sono state effettuate nelle province di Vercelli, Novara, Torino, Alessandria, Aosta, Genova, Imperia, La Spezia, Pavia, Milano, Lodi, Brescia, Bergamo, Padova, Vicenza, Varese, Verona, Cremona, Parma, Mantova e Firenze.;1;1
1056;Grave incidente poco prima delle 12.30: il conducente della bici è stato ricoverato d'urgenza in Rianimazione Grave incidente stradale poco prima delle 12.30 a Parma in viale Europa.;1;1
1057;Lo schianto si è verificato a mezzanotte e un quarto in corrispondenza del casello di Parma: per una delle persone a bordo delle auto non c'è stato nulla da fare Uno scontro violentissimo tra tre auto in A1, nella notte tra domenica 22 e lunedì 23 luglio, non ha lasciato scampo ad una delle persone che si trovavano all'interno delle auto coinvolte.;1;1
1058;L'incidente è avvenuto nella tarda mattinata di domenica 22 luglio: sul posto l'elisoccorso e le squadre del Soccorso Alpino, che poi sono rientrate Un grave incidente si è verificato nella tarda mattinata di oggi, domenica 22 luglio, tra Ronzano e Borzano, frazioni del comune di Calestano.;1;1
1059;L'incidente si è verificato nel pomeriggio lungo la tangenziale di Collecchio Grave incidente nel pomeriggio di oggi, sabato 21 luglio, lungo la tangenziale di Collecchio, vicino al distributore di benzina.;1;1
1060;L'incidente è avvenuto alle 4 di mattina tra Parma e Reggio Emilia: sul posto ambulanze e automediche, lunghe code nel tratto interessato Un grave incidente stradale si è verificato nella notte tra il 20 ed il 21 luglio sull'autostrada A1, tra Parma e Reggio Emilia nei pressi dell'uscita per Campegine/Terre di Canossa.;1;1
1061;L'incidente si è verificato nella mattinata del 20 luglio, alle ore 8: sul posto i sanitari del 118 E' caduto da solo, senza coinvolgere altri mezzi.;1;1
1062;L'incidente è avvenuto al chilometro 84 in corrispondenza di Busseto alle 2.30: sul posto ambulanze e automedica Nella notte tra il 19 ed il 20 luglio si è verificato un grave incidente stradale lungo l'autostrada A1, in corrispondenza del chilometro 84, nei pressi di Busseto.;1;1
1063;Incidente tra un Fiat Ducato e un autoarticolato, per fortuna senza gravi conseguenze, lungo la Statale della Cisa nei pressi del distributore Erg Spettacolare incidente questa mattina lungo la tangenziale di Collecchio all’altezza del Km 106,400 nei pressi del distributore Erg.;1;1
1064;L'incidente si è verificato alle 11.30 al chilometro 87 Sud Grave incidente stradale nella mattinata di oggi, domenica 15 luglio lungo l'autostrada A1.;1;1
1065;L'incidente è avvenuto alle 6 di domenica 15 luglio: sul posto ambulanze ed elisoccorso Grave incidente stradale alle prime luci dell'alba lungo l'autostrada A1, nei pressi di Parma.;1;1
1066;Filippo Aiovalasit, operaio di 32 anni è morto sul colpo dopo aver tamponato un camion fermo a bordo della strada Filippo Aiovalasit, operaio di 32 anni è morto sul colpo dopo aver tamponato un camion, fermo al bordo della strada per un guasto.;1;1
1067;L'incidente è avvenuto nella notte a Fiorenzuola d'Arda lungo la via Emilia Quattro feriti di cui uno in gravissime condizioni.;1;1
1068;L'incidente è avvenuto a mezzanotte e mezza tra Collecchio e Sala Baganza: sul posto le ambulanze e i Vigili del Fuoco che hanno estratto la salma del giovane, deceduto sul colpo, dall'abitacolo.;1;1
1069;L'incidente si è verificato alle 6.30 di martedì 10 luglio: sul posto le ambulanze Grave incidente stradale alle prime luci dell'alba di martedì 10 luglio a Parma, in via Torelli.;1;1
1071;L'incidente è avvenuto alle 11.30 ed ha coinvolto due auto ed un Suv: sul posto polizia, agenti della Municipale, Vigili del Fuoco, ambulanze e automedica.;1;1
1072;L'incidente è avvenuto prima delle 7 in località Il Moro: il conducente di un'auto è stato trasportato d'urgenza al Maggiore Un grave incidente stradale si è verificato all'alba di lunedì 9 luglio.;1;1
1073;L'incidente è avvenuto alle ore 10 dell'8 luglio: sul posto i soccorritori del 118 E' caduto in moto mentre percorreva la statale della Cisa, all'altezza dell'abitato di Fornovo.;1;1
1074;Il grave incidente si è verificato intorno alle ore 11: elisoccorso in azione Grave incidente stradale a Tizzano Val Parma nella mattinata di oggi, sabato 7 luglio.;1;1
1075;Giacomo Ponzi stava tornando nella sua casa di San Pancrazio dopo essere stato con la moglie nella casa di Ghiare di Berceto: lascia anche un figlio Si è schiantato con la sua Vespa rossa contro una rotatoria ed è poi caduto violentemente sull'asfalto lungo la tangenziale di Collecchio.;1;1
1076;L'incidente è avvenuto alle 13.30 lungo la strada della Cisa: i soccorritori del 118 hanno cercato di rianimare l'uomo ma non c'è stato niente da fare Ancora sangue sulle strade parmensi.;1;1
1077;L'incidente si è verificato alle 8.45 in A1 all'altezza di Busseto: sul posto le ambulanze e l'elisoccorso che ha trasportato il ferito più grave al Maggiore.;1;1
1078;Il giovane 34enne di Fidenza stava effettuando delle consegne con il furgone della Gls, ditta per cui lavorava: forse ha avuto un malore Stava guidando il furgone della Gls, ditta per la quale lavorava, e ad un certo punto, quando si trovava lungo strada della Pace a Casale di Mezzani, ha perso il controllo del mezzo che è finito nel fosso e ha urtato in modo violento contro un ponticello.;1;1
1079;L'episodio è avvenuto nel pomeriggio del 2 luglio a San Prospero in via Emilio Lepido Stava guidando la sua motocicletta quando all'improvviso ha avuto un attacco epilettico: in quel momento stava percorrendo via Emilio Lepido all'altezza di San Prospero ed è caduto rovinosamente sull'asfalto.;1;1
1080;Il gravissimo incidente si è verificato dopo le 15.30 all'altezza di Strada della Pace: inutili i soccorsi dei sanitari del 118 Gravissimo incidente nel pomeriggio a Casale di Mezzani, in corrispondenza di Strada della Pace.;1;1
1081;Il 37enne, da tutti conosciuti come 'Il Moro' era un autotrasportatore che viveva a Taneto di Gattatico: è morto l'altra notte tra Parma e Reggio Emilia Tutti lo chiamavano 'Il Moro'.;1;1
1082;L'incidente è avvenuto nella mattinata di domenica 1° luglio Un grave incidente stradale si è verificato nella mattinata di oggi, domenica 1° luglio, lungo la statale della Cisa nei pressi di Collecchio.;1;1
1083;L'incidente è avvenuto all'1.30 di stanotte lungo la via Emilia, tra Parma e Reggio Emilia: inutili i soccorsi Tragedia nella notte tra sabato 30 giugno e domenica 1° luglio, lungo la via Emilia tra Parma e Reggio Emilia.;1;1
1084;Il conducente è stato trasportato dall'elisoccorso al Pronto Soccorso dell'Ospedale di Parma E' caduto rovinosamente sull'asfalto mentre strava percorrendo la statale della Cisa in corrispondenza dell'abitato di Boschi di Bardone, nel Comune di Terenzo.;1;1
1086;L'incidente è avvenuto poco dopo le 15 lungo la strada del Prosciutto di Parma: sul posto Vigili del Fuoco, ambulanze e automedica.;1;1
1087;L'incidente è avvenuto dopo le ore 10.30 e non ha coinvolto altri mezzi: due persone sono state trasportate al Pronto Soccorso dell'Ospedale Maggiore Grave incidente nella mattinata di oggi, giovedì 28 giugno a Cattabiano, frazione di Langhirano.;1;1
1088;Il grave incidente si è verificato dopo le ore 14: un ferito è stato trasportato dall'elisoccorso a Parma, gli altri due all'Ospedale di Borgotaro Grave incidente nel primo pomeriggio di oggi, mercoledì 27 giugno, ad Alpe di Bedonia, in località Monte Penna, vicino al rifugio.;1;1
1089;Il motorino, con a bordo un 17enne, dopo l'incidente con un'auto, ha finito la sua corsa contro la vetrina, dopo aver urtato anche altri mezzi in esposizione Dopo l'incidente lo scooter, a bordo del quale viaggiava un ragazzo di 17 anni, ha proseguito la sua corsa arrivando a sfondare la vetrina della concessionara Jeep di via Gramsci.;1;1
1090;L'incidente è avvenuto alle 21.45 del 25 giugno: sul posto gli operatori sanitari del 118 Grave incidente stradale nella serata di ieri, 25 giugno, in viale Martiri di Cefalonia a Parma.;1;1
1091;L'incidente è avvenuto a Canossa, in provincia di Reggio Emilia: l'elisoccorso ha trasportato il ferito al Maggiore.;1;1
1092;L'incidente è avvenuto nel tardo pomeriggio: disagi e lunghe code Grave incidente nel tardo pomeriggio del 22 giugno: per cause in corso di accertamento due auto ed un camion si sono scontrati mentre percorrevano la tangenziale Cispadana tra Parma e Pontetaro.;1;1
1093;L'operaio travolto da un camion il 21 giugno abitava a Filattiera, in Lunigiana, stava lavorando insieme al padre in A15 E' stato travolto da un camion che stava transitando in A15 ed è morto sul colpo: per lui non c'è stato nulla da fare.;1;1
1094;Il tragico incidente è avvenuto alle 9.30 a 100 metri dall'ingresso dell'area di servizio di Medesano: sul posto gli operatori sanitari e l'elisoccorso che non hanno potuto fare altro che constatare la morte del giovane lavoratore Tragico incidente nella mattinata di oggi, giovedì 21 giugno, lungo l'autostrada A15.;1;1
1095;L'incidente è avvenuto a San Prospero: il conducente ha riportato ferite lievi L'urto è stato violento e chi ha assistito alla scena ha pensato subito alle condizioni di salute del conducente dell'auto.;1;1
1096;Il 49enne morto dopo l'incidente mentre era in sella alla sua moto in via Burla lavorava da due anni alla Barilla e viveva a Pilastrello con Sakara, una dobermann femmina a cui era molto legato Paolo Superchi, il 49enne morto al Pronto Soccorso dell'Ospedale Maggiore nella notte tra il 19 ed il 20 giugno, in seguito al terribile incidente che lo ha visto coinvolto a bordo della sua moto Yamaha Tdm 900, lavorava da un paio d'anni alla Barilla ma era già riuscito a farsi volere bene dai colleghi che ora scrivono alcuni messaggi di ricordo sulla sua bacheca di Facebook.;1;1
1097;L'incidente è avvenuto nella serata del 19 giugno tra Collecchio e Medesano A bordo di una moto di grossa cilindrata stava percorrendo la strada che collega Collecchio e Medesano quando all'improvviso, mentre si trovava vicino al parco 'Montanini' sul Taro ha capriolo ha attraversato la strada.;1;1
